ID,Title,Authors,Source,Journal,Database,Type,Language,Publication year,Descriptor(s),Keyword(s),Publication Country,Fulltext URL, Abstract,Entry Date,Volume number,Issue number,DOI,ISSN,Accession number,PMCID
"mdl-32306857","Moving Oral Contraceptives over the Counter: Theory-based Formative Research to Design Communication Strategy.","Sundstrom, Beth; Smith, Ellie; Vyge, Kerri; Miletich, Ana; Benigni, Grace; Delay, Cara; Mann, Emily S; DeMaria, Andrea L","J Health Commun;25(4): 313-322, 2020 04 02. ","J Health Commun","MEDLINE","article","en","2020","Atitude; Comunicação; Anticoncepcionais Orais; Medicamentos sem Prescrição; Adolescente; Adulto; Feminino; Humanos; Entrevistas como Assunto; Pesquisa Qualitativa; População Rural; South Carolina; Adulto Jovem","","US","https://dx.doi.org/10.1080/10810730.2020.1752334","The American College of Obstetricians and Gynecologists (ACOG) recommends that oral contraceptives (OC) should be available over the counter (OTC). This study explored women's attitudes toward OC OTC in rural South Carolina. In-depth, individual interviews were conducted with 52 women ages 18-44 years old. Data analysis was informed by a reproductive justice theoretical framework and included an inductive, constant-comparative approach using HyperRESEARCH 3.7.5. Participants self-identified as either Black (62%) or White (28%). Participants believed that OC OTC would prevent unintended pregnancy by improving anonymity, convenience, and access to contraception. Many participants faced barriers to receiving a prescription, including time, transportation, cost, stigma, embarrassment, and clinician refusal based on religious reasons. Participants believed OC OTC would improve women's control over their fertility and emphasized the importance of health insurance coverage for OC OTC. Some participants expressed concerns about the risk of side effects, contraindications, and the potential for abuse. Some participants believed women, especially adolescents, required physician guidance and an annual exam to use OC. Findings suggest that a lack of knowledge and misinformation about the risks of OC serve as a barrier among some women in rural areas. Widespread acceptance of OC OTC will require messaging strategies to dispel safety concerns about OC OTC and empower women.",20200421,25,4,10.1080/10810730.2020.1752334,1087-0415,,
"mdl-32070166","Surrogacy relationships: a critical interpretative review.","Gunnarsson Payne, Jenny; Korolczuk, Elzbieta; Mezinska, Signe","Ups J Med Sci;125(2): 183-191, 2020 May. ","Ups J Med Sci","MEDLINE","article","en","2020","Relações Interpessoais; Satisfação Pessoal; Mães Substitutas/psicologia; Características Culturais; Feminino; Saúde Global; Política de Saúde; Humanos; Cooperação Internacional; Gravidez; Pesquisa Qualitativa","Assisted reproduction; critical interpretative review; ethnography; qualitative interviews; qualitative methods; relational ethics; reproductive justice; surrogacy; surrogate motherhood","SE","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7721025","Based on a critical interpretative review of existing qualitative research investigating accounts of 'lived experience' of surrogates and intended parents from a relational perspective, this article proposes a typology of surrogacy arrangements. The review is based on the analysis of 39 articles, which belong to a range of different disciplines (mostly sociology, social psychology, anthropology, ethnology, and gender studies). The number of interviews in each study range from as few as seven to over one hundred. Countries covered include Australia, Canada, Greece, India, Iran, Israel, Italy, Mexico, Norway, Russia, Sweden, UK, Ukraine, and the USA. Most studies focus only on surrogacy practices in one country (although often with intended parents from other countries), and some include several countries (e.g. interviewees from several countries or fieldwork in different field-sites). The proposed typology goes beyond the division between altruistic versus commercial, and traditional versus gestational surrogacy, in order to inform further research and to contribute to bioethical and policy debates on surrogacy in a transnational context. Four types of relations are identifiable: open, restricted, structured, and enmeshed. The criteria which influence these relationships are: the frequency and character of contact pre- and post-birth; expectations of both parties; the type of exchange involved in surrogacy arrangements; and cultural, legal, and economic contexts. The theoretical contribution of the article is to further the development of a relational justice approach to surrogacy.",20200220,125,2,10.1080/03009734.2020.1725935,2000-1967,,
"mdl-32045321","Poverty, gender and reproductive justice. A qualitative study among adolescent girls in Western Uganda.","Ninsiima, Anna B; Michielsen, Kristien; Kemigisha, Elizabeth; Nyakato, Viola N; Leye, Els; Coene, Gily","Cult Health Sex;22(sup1): 65-79, 2020 04. ","Cult Health Sex","MEDLINE","article","en","2020","Identidade de Gênero; Pobreza; Saúde Reprodutiva; Saúde Sexual; Justiça Social; Adolescente; Adulto; Criança; Feminino; Grupos Focais; Humanos; Pesquisa Qualitativa; Serviços de Saúde Reprodutiva/provisão & distribuição; Delitos Sexuais; Uganda; Saúde da Mulher; Adulto Jovem","Poverty; Uganda; adolescents; gender; sexual and reproductive justice","GB","https://dx.doi.org/10.1080/13691058.2019.1660406","Low socio-economic status has been consistently identified as a primary risk factor for sexual and reproductive health violations affecting young women. This study shows how poverty interacts with gender power relations to impact upon adolescent girls' sexual and reproductive lives in Western Uganda. Qualitative research with 147 participants was undertaken. This comprised 59 in-depth interviews and 11 focus group discussions with groups of 12-14 year-old young women, teachers and parents. Data were analysed manually using open and axial coding, and conclusions were generated inductively. Findings reveal that young women are restricted in exercising their sexual and reproductive rights not only by poverty and unequal gender relations, but also by corruption and poor service provision. In contrast to interventions using liberal rights-based approaches, we advocate the use of a 'marketplace of options' since access to sexual and reproductive health services is very limited for poor girls and not evenly distributed. Moreover, while poverty and unequal gender relations render girls vulnerable to sexual coercion and violence, the criminal justice system is often weak, leaving victims powerless. Investment in appropriate resources and inclusive and affordable access to justice is essential to advance young women's sexual and reproductive health.",20200212,22,sup1,10.1080/13691058.2019.1660406,1464-5351,,
"mdl-32050295","Equitable access to ectogenesis for sexual and gender minorities.","Kimberly, Laura L; Sutter, Megan E; Quinn, Gwendolyn P","Bioethics;34(4): 338-345, 2020 05. ","Bioethics","MEDLINE","article","en","2020","Ectogênese/ética; Acessibilidade aos Serviços de Saúde/ética; Técnicas de Reprodução Assistida/ética; Minorias Sexuais e de Gênero; Características da Família; Humanos; Obrigações Morais; Pais; Justiça Social; Estados Unidos","LGBTQ; assisted reproductive technology; ectogenesis; equity; ethics; social justice","GB","https://dx.doi.org/10.1111/bioe.12723","As the technology for ectogenesis continues to advance, the ethical implications of such developments should be thoroughly and proactively explored. The possibility of full ectogenesis remains hypothetical at present, and myriad concerns regarding the safety and efficacy of the technology must be evaluated and addressed, while pressing moral considerations should be fully deliberated. However, it is conceivable that the technology may become sufficiently well established in the future and that eventually full ectogenesis might be deemed ethically acceptable as a reproductive alternative to gestation within a human womb under certain circumstances. If the safety and efficacy of full ectogenesis are established, if ethical dilemmas are sufficiently well addressed, and if the technology is offered as a reproductive option to cisgender heterosexual individuals or couples desiring to become parents, there is a moral obligation grounded in social justice to ensure that full ectogenesis be made available to individuals or couples identifying as members of sexual- or gender-minority groups who likewise seek to pursue parenthood. We examine the history of access to current family-building options, including assisted reproductive technology, surrogacy and adoption, for these populations and conclude that in the absence of robust empirical evidence suggesting an increased risk of harm to children of individuals and couples who identify as members of sexual- or gender-minority groups, equitable access to ectogenesis as a pathway to parenthood for sexual and gender minorities must be assured as a matter of reproductive justice.",20200213,34,4,10.1111/bioe.12723,1467-8519,,
"mdl-31944845","Reproductive Injustice at the US Border.","Messing, Ariella J; Fabi, Rachel E; Rosen, Joanne D","Am J Public Health;110(3): 339-344, 2020 03. ","Am J Public Health","MEDLINE","article","en","2020","Emigração e Imigração/legislação & jurisprudência; Gravidez; Justiça Social; Aborto Induzido/legislação & jurisprudência; Adolescente; Adulto; Criança; Feminino; Humanos; Masculino; México; Poder Familiar; Pais; Política Pública; Refugiados/legislação & jurisprudência; Estados Unidos","","US","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7002961","The detention of immigrants inside US borders is not a new phenomenon. However, a dramatic shift has occurred in both the number and treatment of immigrants in detention.We examine recent changes in immigration policies that have systematized the mistreatment of children and pregnant immigrants, including a ban on abortion for unaccompanied minors in immigration detention, the neglect and mistreatment of pregnant immigrants in detention, and the separation and prolonged detention of parents and children in unsafe facilities.We employ the reproductive justice framework to demonstrate how these policies violate all 3 primary values of reproductive justice: the right to have children, the right not to have children, and the right to parent children in safe and secure environments. We argue that, when analyzed through the lens of reproductive justice, these policies can be seen as manifestations of a single targeted strategy to control the reproductive autonomy of migrants as a tool of immigration enforcement. We conclude with a call to action to the public health community.",20200117,110,3,10.2105/AJPH.2019.305466,1541-0048,,
"mdl-31347453",""In Africa, There Was No Family Planning. Every Year You Just Give Birth": Family Planning Knowledge, Attitudes, and Practices Among Somali and Congolese Refugee Women After Resettlement to the United States.","Royer, Pamela A; Olson, Lenora M; Jackson, Brandi; Weber, Lana S; Gawron, Lori; Sanders, Jessica N; Turok, David K","Qual Health Res;30(3): 391-408, 2020 02. ","Qual Health Res","MEDLINE","article","en","2020","Serviços de Planejamento Familiar; Conhecimentos, Atitudes e Prática em Saúde; Refugiados/psicologia; Adolescente; Adulto; Idoso; Antropologia Cultural; Congo/epidemiologia; Congo/etnologia; Características Culturais; Características da Família; Feminino; Grupos Focais; Humanos; Pessoa de Meia-Idade; Gravidez; Gravidez não Planejada/etnologia; Determinantes Sociais da Saúde/etnologia; Somália/etnologia; Estados Unidos; Adulto Jovem","Reproductive Justice; abortion; contraception; family planning; fertility; focus groups; infertility; qualitative; refugees; sexual and reproductive health","US","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7219277","It is crucial for refugee service providers to understand the family planning knowledge, attitudes, and practices of refugee women following third country resettlement. Using an ethnographic approach rooted in Reproductive Justice, we conducted six focus groups that included 66 resettled Somali and Congolese women in a western United States (US) metropolitan area. We analyzed data using modified grounded theory. Three themes emerged within the family planning domain: (a) concepts of family, (b) fertility management, and (c) unintended pregnancy. We contextualized these themes within existing frameworks for refugee cultural transition under the analytic paradigms of ""pronatalism and stable versus evolving family structure"" and ""active versus passive engagement with family planning."" Provision of just and equitable family planning care to resettled refugee women requires understanding cultural relativism, social determinants of health, and how lived experiences influence family planning conceptualization. We suggest a counseling approach and provider practice recommendations based on our study findings.",20190727,30,3,10.1177/1049732319861381,1049-7323,,
"mdl-31293184","Bridging the Expertise of Advocates and Academics to Identify Reproductive Justice Learning Outcomes.","Loder, Charisse M; Minadeo, Leah; Jimenez, Laura; Luna, Zakiya; Ross, Loretta; Rosenbloom, Nancy; Stalburg, Caren M; Harris, Lisa H","Teach Learn Med;32(1): 11-22, 2020. ","Teach Learn Med","MEDLINE","article","en","2020","Educação Médica; Reprodução; Justiça Social; Adulto; Técnica Delphi; Feminino; Humanos; Masculino; Pessoa de Meia-Idade; Inquéritos e Questionários; Estados Unidos; Adulto Jovem","Reproductive justice; advocacy; curriculum development; health disparities","US","https://dx.doi.org/10.1080/10401334.2019.1631168","Phenomenon: Reproductive justice (RJ) is defined by women of color advocates as the right to have children, not have children and parent children while maintaining reproductive autonomy. In the United States, physicians have been complicit in multiple historical reproductive injustices, involving coercive sterilization of thousands of people of color, low income, and disabilities. Currently, reproductive injustices continue to occur; however, physicians have no formal RJ medical education to address injustices. The objective of this study was to engage leading advocates within the movement using a Delphi method to identify critical components for such a curriculum. Approach: In 2016, we invited 65 RJ advocates and leaders to participate in an expert panel to design RJ medical education. A 3-round Delphi survey was distributed electronically to identify content for inclusion in an RJ curriculum. In the next 2 survey rounds, experts offered feedback and revisions and rated agreement with including content recommendations in the final curriculum. We calculated descriptive statistics to analyze quantitative data. A team with educational expertise wrote learning outcomes based on expert content recommendations. Findings: Of the 65 RJ advocates and leaders invited, 41 participated on the expert panel of the Delphi survey. In the first survey, the expert panel recommended 58 RJ content areas through open-ended response. Over the next 2 rounds, there was consensus among the panel to include 52 of 58 of these areas in the curriculum. Recommended content fell into 11 broad domains: access, disparities, and structural competency; advocacy; approaches to reproductive healthcare; contemporary law and policy; cultural safety; historical injustices; lesbian, gay, bisexual, transgender, queer/questioning, and intersex health; oppression, power, and bias training; patient care; reproductive health; and RJ definitions. The 97 learning outcomes created from this process represented both unique and existing educational elements. Insights: A collaborative methodology infused with RJ values can bridge experts in advocacy and academics. New learning outcomes identified through this process can enhance medical education; however, it is just as important to consider education in RJ approaches to care as it is knowledge about that care. We must explore the pedagogic process of RJ medical education while considering that expertise in this area may exist outside of the medical community and thus there is a need to partner with RJ advocates. Finally, we expect to use innovative teaching methods to transform medical education and achieve an RJ focus.",20190712,32,1,10.1080/10401334.2019.1631168,1532-8015,,
"mdl-30806163","Who decides to have sex? Exploring the perceptions of Timorese women and men through a reproductive justice lens.","Wallace, Heather Julie; McDonald, Susan; Belton, Suzanne; Isolina Miranda, Agueda; da Costa, Eurico; da Conceicao Matos, Livio; Henderson, Helen; Taft, Angela","Cult Health Sex;22(1): 112-127, 2020 01. ","Cult Health Sex","MEDLINE","article","en","2020","Tomada de Decisões; Papel de Gênero; Percepção; Comportamento Sexual/psicologia; Justiça Social/psicologia; Coerção; Feminino; Grupos Focais; Humanos; Indonésia; Masculino; Pesquisa Qualitativa; Saúde Sexual","Timor-Leste; reproductive justice; reproductive rights; sexual relations","GB","https://dx.doi.org/10.1080/13691058.2019.1578414","Despite national policies to support sexual rights, Timorese women are constrained when making sexual and reproductive health decisions. Contextual understanding of sexual decision making is vital for effective engagement by sexual and reproductive health service providers with communities. An intersectional reproductive justice approach broadens the sexual rights lens allowing for an examination of multi-system factors impacting on sexual rights and health. Using the Matrix of Domination as a conceptual framework, we explored Timorese perceptions around decisions to have sex, and examined intersecting systems of oppression impacting on these decisions. Our study adopted a critical medical anthropological approach using ethnographic methods. A decolonising methodology aimed to make Timorese worldviews central to the analysis. Nine focus group discussions with 80 men and 17 individual reproductive history interviews with women were held in 4 of Timor-Leste's 13 municipalities during October 2015. Findings suggest that decisions to have sex are framed in terms of wishes and rights; however, it was the perceived entitlements of men that were prioritised and predominantly men who made these decisions. Violence, coercion and unwanted pregnancies were linked to decisions about sex, and identified as potential consequences for women, impacting on women's health and sexual rights.",20190227,22,1,10.1080/13691058.2019.1578414,1464-5351,,
"mdl-31617217","Drawing the line on in vitro gametogenesis.","Notini, Lauren; Gyngell, Christopher; Savulescu, Julian","Bioethics;34(1): 123-134, 2020 01. ","Bioethics","MEDLINE","article","en","2020","Análise Ética; Gametogênese; Técnicas In Vitro/ética; Técnicas In Vitro/métodos; Pais; Ética Baseada em Princípios; Técnicas de Reprodução Assistida/ética; Beneficência; Família/psicologia; Feminino; Redução do Dano/ética; Acessibilidade aos Serviços de Saúde/ética; Humanos; Masculino; Direitos Sexuais e Reprodutivos/ética; Direitos Sexuais e Reprodutivos/psicologia; Risco","assisted reproductive technology; bioethics; in vitro gametogenesis; in vitro-derived gametes; resource allocation; same-sex reproduction","GB","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6973109","In vitro gametogenesis (IVG) might offer numerous research and clinical benefits. Some potential clinical applications of IVG, such as allowing opposite-sex couples experiencing infertility to have genetically related children, have attracted support. Others, such as enabling same-sex reproduction and solo reproduction, have attracted significantly more criticism. In this paper, we examine how different ethical principles might help us to draw lines and distinguish between ethically desirable and undesirable uses of IVG. We discuss the alleged distinction between therapeutic and non-therapeutic uses of assisted reproduction in the context of IVG, and show how it is both problematic to apply in practice and theoretically dubious. We then discuss how the ethical principles of reproductive justice and beneficence apply to IVG for opposite-sex reproduction, same-sex reproduction, and solo reproduction. We suggest that these principles generate strong reasons for the use of IVG for opposite-sex and same-sex reproduction, but not for solo reproduction.",20191017,34,1,10.1111/bioe.12679,1467-8519,,
"mdl-31794721","Stage-based implementation of immediate postpartum long-acting reversible contraception using a reproductive justice framework.","Harper, Kimberly D; Loper, Audrey C; Louison, Laura M; Morse, Jessica E","Am J Obstet Gynecol;222(4S): S893-S905, 2020 04. ","Am J Obstet Gynecol","MEDLINE","article","en","2020","Hospitais; Ciência da Implementação; Contracepção Reversível de Longo Prazo; Assistência Centrada no Paciente; Cuidado Pós-Natal/métodos; Assistência à Saúde Culturalmente Competente; Pessoal de Saúde/educação; Administração Hospitalar; Humanos; North Carolina; Política Organizacional; Educação de Pacientes como Assunto; Autonomia Pessoal; Cuidado Pós-Natal/economia; Cuidado Pós-Natal/organização & administração; Direitos Sexuais e Reprodutivos; Participação dos Interessados; Análise de Sistemas","contraception; immediate postpartum long-acting reversible contraception; implementation science; reproductive justice; stage-based implementation","US","https://dx.doi.org/10.1016/j.ajog.2019.11.1273","The immediate postpartum period is a favorable, safe, and effective time to provide long-acting reversible contraceptives, yet it is not available widely. We describe an innovative hospital-based approach to immediate postpartum long-acting reversible contraceptives that includes (1) an emphasis on multidisciplinary teambuilding and identification of champions, (2) a focus on the use of implementation science at every stage of the process to develop a systematic and replicable strategy, and (3) an imperative to apply a reproductive justice framework to immediate postpartum long-acting reversible contraceptive implementation. Our model was developed with the use of implementation science best practices. Implementation teams comprised of diverse stakeholders were formed and included champions to promote progress. Our team assessed the implementation context for immediate postpartum long-acting reversible contraceptives and used the findings to develop a readiness assessment for hospitals. A stage-based implementation checklist was then developed to outline necessary infrastructure to support an immediate postpartum long-acting reversible contraceptive initiative. A reproductive justice lens guided planning and implementation. The 3 innovative aspects of our implementation process resulted in a systematic, multidisciplinary, and culturally appropriate model for immediate postpartum long-acting reversible contraceptives that can be replicated across hospitals. Implementation teams and champions moved the work forward at each hospital, and 3 of the 5 participating hospitals moved beyond the exploration stage of implementation during the engagement. Patient education materials and provider training incorporated person-centered and reproductive justice frameworks. Our hope is to continue to partner with stakeholders to better understand how our efforts to support hospital provision of immediate postpartum long-acting reversible contraceptives can increase reproductive health equity rather than perpetuate disparity.",20191204,222,4S,10.1016/j.ajog.2019.11.1273,1097-6868,,
"mdl-31794724","The history of tiered-effectiveness contraceptive counseling and the importance of patient-centered family planning care.","Brandi, Kristyn; Fuentes, Liza","Am J Obstet Gynecol;222(4S): S873-S877, 2020 04. ","Am J Obstet Gynecol","MEDLINE","article","en","2020","Aconselhamento/métodos; Tomada de Decisão Compartilhada; Serviços de Planejamento Familiar/métodos; Assistência Centrada no Paciente; Coerção; Eficácia de Contraceptivos; Aconselhamento/história; Serviços de Planejamento Familiar/história; Comunicação em Saúde; História do Século XXI; Humanos; Contracepção Reversível de Longo Prazo; Autonomia Pessoal; Relações Profissional-Paciente; Direitos Sexuais e Reprodutivos","IUD; LARC; choice; coercion; contraception; implant; reproductive justice; shared decision making; tiered counseling","US","https://dx.doi.org/10.1016/j.ajog.2019.11.1271","Public health workers, clinicians, and researchers have tried to increase long-acting reversible contraceptive (LARC) use by changing contraceptive counseling between patients and providers. Several major health organizations now recommend tiered-effectiveness counseling, in which the most effective methods are explained first so that patients can use information about the relative efficacy of contraceptive methods to make an informed choice. Some scholars and practitioners have raised concerns that, given histories of inequitable treatment and coercion in reproductive health care, tiered-effectiveness counseling may undermine patient autonomy and choice. This Clinical Opinion examines the development of tiered-effectiveness contraceptive counseling, how its rise mirrored the focus on promoting LARC to decrease the unintended pregnancy rate, and key considerations and the potential conflicts of a LARC-first model with patient-centered care. Finally, we discuss how reproductive justice and shared decision making can guide efforts to provide patient-centered contraceptive care.",20191204,222,4S,10.1016/j.ajog.2019.11.1271,1097-6868,,
"mdl-31841662","Pregnancy Outcomes Among Girls Impacted by Commercial Sexual Exploitation.","Barnert, Elizabeth S; Godoy, Sarah M; Hammond, Ivy; Kelly, Mikaela A; Thompson, Lindsey R; Mondal, Sangeeta; Bath, Eraka P","Acad Pediatr;20(4): 455-459, 2020. ","Acad Pediatr","MEDLINE","article","en","2020","Resultado da Gravidez; Comportamento Sexual; Adolescente; Serviços de Planejamento Familiar; Feminino; Humanos; Estudos Longitudinais; Poder Familiar; Gravidez; Resultado da Gravidez/epidemiologia; Estados Unidos/epidemiologia","child sex trafficking; commercial sexual exploitation of children; commercial sexual exploitation of youth; pregnancy","US","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7200271","OBJECTIVE: We measured pregnancy rates and pregnancy outcomes among girls with histories of commercial sexual exploitation (CSE), and then quantified the associations between the outcome of pregnancy with: a) girls' exposure to childhood adversity, and b) their behavioral health. This is the largest study of pregnancy outcomes and associated factors among girls impacted by CSE in the United States. METHODS: We reviewed court files of participants in a juvenile specialty court for youth impacted by CSE, between 2012 and 2016. We collected data on pregnancy, health, and social factors. Data were updated through 2018 and descriptive statistics were calculated. Two-sample tests for equality of proportions explored associations between pregnancy with adverse childhood experiences and the girls' behavioral health profiles. RESULTS: Among the 360 biological females, 31% had ever been pregnant. Of the girls ever pregnant, 18% had multiple pregnancies. Outcomes for the 130 reported pregnancies were: 76% live births; 13% therapeutic abortions; 5% miscarriages or stillbirths; and 6% of pregnancies were ongoing at case closure. Parental incarceration and histories of maternal substance abuse were both associated with pregnancy. CONCLUSIONS: High pregnancy rates among girls with histories of CSE suggest the importance of applying a reproductive justice approach to deliver reproductive education, family planning services, prenatal care, and parenting support to girls impacted by CSE.",20191217,20,4,10.1016/j.acap.2019.12.005,1876-2867,,
"mdl-33561057","RoMoMatteR: Empowering Roma Girls' Mattering through Reproductive Justice.","Garcia-Ramirez, Manuel; Soto-Ponce, Belen; Albar-Marín, María J; Parra-Casado, Daniel La; Popova, Dena; Tomsa, Raluca","Int J Environ Res Public Health;17(22)2020 11 17. ","Int J Environ Res Public Health","MEDLINE","article","en","2020","Poder Psicológico; Saúde Reprodutiva/legislação & jurisprudência; Direitos Sexuais e Reprodutivos; Roma (Grupo Étnico)/psicologia; Justiça Social; Adulto; Pesquisa Participativa Baseada na Comunidade; Etnicidade/psicologia; Europa (Continente); Feminino; Equidade em Saúde; Promoção da Saúde/métodos; Pesquisa sobre Serviços de Saúde; Disparidades em Assistência à Saúde; Humanos; Estigma Social","Roma girls; community based participatory action research; mattering; photovoice; reproductive justice","CH","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7696935","Aim: To present a protocol study directed at tackling gender discrimination against Roma girls by empowering their mattering so they can envision their own futures and choose motherhood only if-and when-they are ready. Background: Motherhood among Roma girls (RGM) in Europe impoverishes their lives, puts them at risk of poor physical and mental health and precipitates school dropouts. Overwhelming evidence affirms that the conditions of poverty and the social exclusionary processes they suffer have a very important explanatory weight in their sexual and reproductive decisions. Methods: Through a Community-based Participatory Action Research design, 20-25 Roma girls will be recruited in each one of the four impoverished communities in Bulgaria, Romania and Spain. Data collection and analysis: Desk review about scientific evidences and policies will be carried out to frame the problem. Narratives of Roma women as well as baseline and end line interviews of girl participants will be collected through both qualitative and quantitative techniques. Quantitative data will be gathered through reliable scales of mattering, socio-political agency, satisfaction with life and self. A narrative analysis of the qualitative information generated in the interviews will be carried out. Expected results: (1) uncover contextual and psychosocial patterns of girl-motherhood among Roma women; (2) build critical thinking among Roma girls to actively participate in all decisions affecting them and advocate for their own gender rights within their communities; and (3) empower Roma girls and their significant adults to critically evaluate their own initiatives and provide feedback to their relevant stakeholders. Conclusions: Roma girls will improve their educational aspirations and achievements and their social status while respecting and enhancing Roma values.",20210209,17,22,10.3390/ijerph17228498,1660-4601,,
"mdl-32760880","Family planning science and practice lessons from the 2018 International Conference on Family Planning.","Rusatira, Jean Christophe; Silberg, Claire; Mickler, Alexandria; Salmeron, Carolina; Twahirwa Rwema, Jean Olivier; Johnstone, Maia; Martinez, Michelle; Rimon, Jose G; Zimmerman, Linnea","Gates Open Res;4: 43, 2020. ","Gates Open Res","MEDLINE","article","en","2020","","Family planning; contraceptive technology; gender empowerment; reproductive health; reproductive rights; return on investment; women empowerment","US","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7374012.2","Background Since 2009, the International Conference on Family Planning (ICFP) has served as an opportunity for the global reproductive health community to share FP advances and practice lessons in the areas of research, programming, and advocacy. The purpose of this paper was to synthesize the key results and findings presented by members of the FP community at the 2018 ICFP Conference. Methods More than 700 abstracts from all 15 conference tracks were reviewed and 64 abstracts total were selected for this paper based on the novelty and urgency of the findings. The content analysis of conference abstracts were grouped into six final thematic areas. Results 1 ) Investing in family planning for a lifetime of returns. FP continues to face a shortage of funding. Domestically based and locally owned funding models provide alternative financing solutions. 2) Addressing inequities in family planning for key populations. Various populations still face challenges in accessing FP. Youth-inclusive and user-centered programming show promise in addressing such challenges. 3) Reproductive justice, Unsafe abortions tend to be more common among younger, poor, uneducated and rural women. Legislation is still needed to facilitate a culture of safe abortions. 4) Couple dynamics and decision-making. Couples who share equitable responsibility in decision-making processes are more likely to use contraceptives; couple disagreement influences women's decisions to covertly use FP. 5) Male involvement in  programming. Male champions can successfully promote uptake of FP. Gender-transformative programming promotes gender equity and impacts behavior change. 6) Breakthroughs in novel contraceptives and systems improvement in family planning. Recent advances include user-centered contraceptive technologies that allow for self-administration and information systems which optimize supply chain management. Conclusion The research, advocacy, and programmatic abstracts at ICFP 2018 highlighted research advances, showcased implementation science wins, and provided evidence of critical knowledge gaps in global FP access and use.",20210311,4,,10.12688/gatesopenres.13130.2,2572-4754,,
"mdl-34532593","A pilot study for exploring blood spot anti-mullerian hormone for population-based adolescent reproductive health research.","Hall, Kelli S; Rentmeester, Shelby T; Zhao, Yuan; Hankus, Allison N; Pei, Yidan; Riley, Halley Em; McCloud, Candace; Pearce, Bradley D","Front Womens Health;5(1)2020. ","Front Womens Health","MEDLINE","article","en","2020","","Anti-Müllerian hormone; adolescence; public health research; unintended pregnancy; young women","GB","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8442769","INTRODUCTION AND OBJECTIVE: Studies of Anti-Müllerian Hormone (AMH) rely upon serum measures and clinical samples of older reproductive-aged women intended/attempting pregnancy, with known fertility issues or medical morbidities. We explored the utility of minimally invasive AMH as a measure of fecundability in population-based reproductive health research. METHODS: We analyzed baseline data from 191 participants in a pilot, longitudinal cohort study, the Young Women's Stress Study. Using an integrated biosocial design, we collected interviewer-administered surveys on demographic, psychosocial, health, and method feasibility/acceptability information and finger-stick capillary dried blood spots (DBS). We used descriptive and bivariate statistics (correlation, T-tests, ANOVA) to estimate method feasibility/acceptability and unadjusted AMH mean concentrations overall and across sociodemographic, reproductive, and health covariates. RESULTS: AMH concentrations ranged from 1.02 to 22.23 ng/mL, with a mean of 5.66 ng/mL. AMH concentrations were associated with current hormonal contraceptive use, menstrual cycle frequency, and irregular menstrual patterns, but not with other known correlates. Most participants stated the DBS method was comfortable (81%) and would be likely to provide it again (88%). CONCLUSIONS: While these pilot data suggest AMH fell within normal range and our DBS methods were acceptable/feasible, the broader question of its usefulness for population reproductive health research remains unanswered. Larger, longitudinal studies are needed to validate AMH against time-to-pregnancy and gold standard measures in young healthy samples and across different sociodemographic groups. Public health and social scientists should consider the resource costs of AMH, ethical issues, and risks of (over)interpretation, with a reproductive justice and human rights frame in mind.",20210917,5,1,10.15761/fwh.1000177,2398-2799,,
"mdl-31860761","Reproductive justice for those affected by childhood abuse.","Walker, S","BJOG;127(4): 447, 2020 03. ","BJOG","MEDLINE","article","en","2020","Mães; Gravidez não Planejada; Criança; Estudos de Coortes; Estudos Transversais; Feminino; Humanos; Gravidez; Justiça Social","","GB","https://dx.doi.org/10.1111/1471-0528.16064","",20191221,127,4,10.1111/1471-0528.16064,1471-0528,,
